Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,mileage_num,engine_num,power_num,Brand,Model
Kolkata,2011,37000,Petrol,Manual,Second,5,5.51,2.1,18.9,998,67.1,maruti,wagon
Kochi,2017,32587,Petrol,Manual,First,5,4.78,3.71,25.17,799,53.3,renault,kwid
Pune,2009,180000,Diesel,Manual,First,7,35.29,7.5,10.9,2499,143,ford,endeavour
Kochi,2017,21248,Diesel,Manual,First,5,11.75,9.44,24.3,1248,88.5,maruti,vitara
Pune,2006,47200,Petrol,Manual,Second,5,4.55,1.2,17,1086,,hyundai,santro
Delhi,2014,40000,Petrol,Automatic,First,5,86.97,24,10.5,1796,157.7,mercedes-benz,e-class
Ahmedabad,2019,4000,Diesel,Automatic,First,5,49.14,35,,1950,194,mercedes-benz,c-class
Mumbai,2017,23700,CNG,Manual,First,7,11.27,8.25,17.5,1373,80.46,maruti,ertiga
Delhi,2011,57000,Diesel,Automatic,Second,5,53.14,9.75,16.55,1968,147.51,audi,a4
Kolkata,2014,37000,Petrol,Manual,First,5,7.45,3.45,18.9,1197,82,hyundai,grand
Jaipur,2014,70000,Diesel,Manual,Second,7,33.21,11.85,13.5,2477,175.56,mitsubishi,pajero
Coimbatore,2012,92469,Diesel,Automatic,Second,5,49.49,16.14,19.71,2143,201.15,mercedes-benz,new
Pune,2015,55000,CNG,Manual,First,5,5.51,3.7,26.6,998,58.16,maruti,wagon
Ahmedabad,2017,20000,Petrol,Automatic,First,5,4.36,4,24.07,998,67.1,maruti,alto
Delhi,2015,42000,Petrol,Manual,Second,5,10.25,5.8,18.6,1197,81.83,hyundai,i20
Kolkata,2014,28000,Diesel,Manual,First,5,7.88,4.65,23.4,1248,74,maruti,swift
Pune,2010,93000,Petrol,Automatic,Second,7,49.49,15,11.8,3498,272,mercedes-benz,r-class
Mumbai,2015,23000,Petrol,Automatic,First,5,11.685,6.8,15.63,1499,110.4,ford,ecosport
Bangalore,2016,36000,Diesel,Manual,First,5,13.58,10.25,25.1,1498,98.6,honda,city
Chennai,2014,52000,Petrol,Manual,First,5,4.36,2.7,20.92,998,67.1,maruti,alto
Hyderabad,2015,59245,Diesel,Manual,First,7,11.27,8.5,20.77,1248,88.8,maruti,ertiga
Pune,2018,31000,Diesel,Manual,First,5,10.25,7.75,22.54,1396,88.73,hyundai,i20
Pune,2015,83000,Petrol,Manual,First,5,7.63,2.7,15.64,1193,64.08,tata,indigo
Hyderabad,2004,81500,Petrol,Manual,Second,5,4.36,1.3,19.7,796,46.3,maruti,alto
Chennai,2008,51000,Petrol,Manual,Second,,7.88,1.75,19.5,1061,,maruti,estilo
Hyderabad,2018,9900,Petrol,Manual,First,5,14.72,13.2,15.8,1591,121.3,hyundai,creta
Pune,2004,94000,Petrol,Manual,Second,5,5.51,1,18.9,998,67.1,maruti,wagon
Kochi,2017,27100,Petrol,Manual,First,5,8.525,6.37,16.78,1496,88.73,toyota,etios
Kolkata,2015,12000,Petrol,Manual,First,5,8.525,4.5,16.78,1496,88.73,toyota,etios
Mumbai,2013,29000,Diesel,Manual,First,5,15.05,6.5,19.01,1461,108.45,renault,duster
Mumbai,2013,65000,Diesel,Manual,Second,5,7.88,4.99,19.3,1248,73.9,maruti,swift
Coimbatore,2017,50794,Diesel,Automatic,First,5,63.805,43.3,17.9,2143,170,mercedes-benz,glc
Mumbai,2014,59000,Diesel,Manual,First,5,11.685,6.5,22.7,1498,89.84,ford,ecosport
Mumbai,2012,72000,CNG,Manual,First,5,5.51,2.25,26.2,998,58.2,maruti,wagon
Hyderabad,2017,15234,Petrol,Automatic,First,5,11.11,9.95,19.12,1373,91.1,maruti,ciaz
Mumbai,2015,44000,Diesel,Manual,First,5,11.685,7.35,22.7,1498,89.84,ford,ecosport
Hyderabad,2016,125000,Diesel,Manual,First,5,8.09,4.6,22.95,1248,74,tata,zest
Chennai,2011,100000,Diesel,Automatic,First,7,35.29,8.5,11.4,2953,153.86,ford,endeavour
Coimbatore,2017,34686,Diesel,Automatic,First,5,15.05,11.86,19.6,1461,108.45,renault,duster
Pune,2011,98000,Diesel,Manual,First,5,11.33,8,14.42,1995,147.6,nissan,x-trail
Delhi,2015,90000,Diesel,Automatic,First,7,37.17,21.5,12.55,2982,168.5,toyota,fortuner
Pune,2007,81000,Petrol,Manual,First,5,11.3,1.3,15.26,1150,74.9,chevrolet,aveo
Chennai,2012,55000,Diesel,Manual,First,5,14.22,5.9,20.5,1598,103.5,skoda,rapid
Bangalore,2013,52910,Diesel,Manual,Second,7,18.865,9.5,15.1,2179,140,mahindra,xuv500
Chennai,2010,100000,Diesel,Manual,First,5,7.88,4.5,19.3,1248,73.9,maruti,swift
Hyderabad,2003,132000,Diesel,Manual,First,5,25.83,2.25,18.7,1896,66,skoda,octavia
Mumbai,2014,18000,Petrol,Manual,First,7,11.3,3.35,13.7,1399,98.82,chevrolet,enjoy
Kolkata,2005,50000,Petrol,Manual,First,5,10.25,0.7,13.2,1495,94,hyundai,accent
Bangalore,2012,33000,Petrol,Automatic,First,5,49.49,16,14.74,1991,184,mercedes-benz,new
Pune,2014,30000,Diesel,Manual,First,5,15.05,8,20.45,1461,83.8,renault,duster
Hyderabad,2015,8000,Petrol,Automatic,First,2,69.675,100,12.5,5000,488.1,jaguar,f
Kochi,2012,58646,Diesel,Manual,First,5,14.255,4.74,22.32,1582,126.32,hyundai,verna
Mumbai,2016,21000,Diesel,Automatic,First,5,86.97,36,13,2143,204,mercedes-benz,e-class
Kochi,2015,57026,Petrol,Manual,First,5,13.23,5.54,15.04,1598,103.6,volkswagen,vento
Mumbai,2017,42000,Diesel,Automatic,First,5,36.94,22.99,18.19,1968,174.5,skoda,superb
Kochi,2017,26741,Diesel,Manual,First,7,18.865,10.08,15.4,1997,120,mahindra,scorpio
Pune,2010,85000,Petrol,Manual,First,5,25.83,2.85,17.5,1798,,skoda,laura
Pune,2000,78000,Petrol,Manual,First,4,7.88,0.55,16.1,796,37,maruti,800
Coimbatore,2018,29091,Diesel,Automatic,First,5,53.14,45.52,13.22,2967,241.4,audi,q5
Coimbatore,2018,37323,Diesel,Manual,Second,7,10.52,7.29,17.45,1493,100,mahindra,nuvosport
Chennai,2011,55595,Diesel,Manual,Second,5,13.23,4.3,20.54,1598,103.6,volkswagen,vento
Chennai,2015,49900,Petrol,Manual,First,5,7.88,4.8,20.85,1197,83.14,maruti,swift
Mumbai,2012,52500,Petrol,Manual,Second,7,11.27,5.25,16.02,1373,93.7,maruti,ertiga
Chennai,2016,5700,Petrol,Manual,First,5,4.36,2.8,24.7,796,47.3,maruti,alto
Kochi,2014,53340,Diesel,Manual,First,5,10.25,4.35,21.9,1396,88.76,hyundai,i20
Kolkata,2014,57000,Diesel,Manual,First,5,11.685,5.49,22.7,1498,89.84,ford,ecosport
Pune,2015,59525,CNG,Manual,Second,4,4.36,3.1,32.26,998,58.2,maruti,alto
Bangalore,2014,58000,Diesel,Manual,First,5,13.23,6.5,20.34,1498,103.2,volkswagen,vento
Bangalore,2011,73000,Diesel,Manual,First,8,18.865,6.4,12.05,2179,120,mahindra,scorpio
Kochi,2016,33554,Diesel,Manual,First,5,7.65,6.22,25.83,1498,99,ford,figo
Mumbai,2012,106000,Diesel,Manual,First,8,24.01,8.4,12.99,2494,100,toyota,innova
Pune,2018,27000,Diesel,Manual,First,5,7.91,5.9,28.4,1248,73.75,maruti,dzire
Pune,2018,1000,Petrol,Manual,First,5,4.45,3.4,25.17,799,53.3,renault,kwid
Jaipur,2011,119000,Diesel,Manual,Third,7,35.29,6.5,13.1,2499,141,ford,endeavour
Chennai,2002,75000,Diesel,Manual,First,6,18.865,1.7,,2112,,mahindra,jeep
Delhi,2015,64000,Petrol,Manual,First,5,11.685,6,18.88,999,123.24,ford,ecosport
Hyderabad,2016,63738,Diesel,Manual,First,5,16.06,11.9,19.67,1582,126.2,hyundai,creta
Bangalore,2016,16000,Diesel,Automatic,First,5,67.87,48,14.69,2993,258,bmw,5
Mumbai,2017,28000,Petrol,Automatic,First,7,10.65,8,18.69,1462,103,maruti,ertiga
Hyderabad,2007,91000,Diesel,Automatic,Second,5,25.83,2.45,15.6,1896,106,skoda,laura
Kolkata,2013,25000,Petrol,Manual,First,5,11.3,1.75,18.6,1199,79.4,chevrolet,beat
Bangalore,2014,65630,Diesel,Automatic,First,5,44.8,21.75,15.73,1968,174.33,audi,q3
Pune,2014,48094,Petrol,Manual,First,5,13.58,7.25,17,1497,118,honda,city
Pune,2009,90456,Petrol,Manual,Second,5,7.88,3,16.1,1298,88.2,maruti,swift
Jaipur,2012,140000,Diesel,Manual,First,5,7.65,2.51,20,1399,68,ford,figo
Chennai,2015,95000,Diesel,Automatic,First,7,37.17,19.6,12.55,2982,168.5,toyota,fortuner
Pune,2013,79000,Diesel,Manual,Second,5,49.49,15.5,15.8,2148,170,mercedes-benz,new
Chennai,2012,96000,Diesel,Manual,First,7,24.01,11.5,12.99,2494,100,toyota,innova
Coimbatore,2004,186679,Petrol,Manual,Second,5,13.58,1.76,13,1493,100,honda,city
Jaipur,2015,91000,Diesel,Manual,First,5,8.54,4.68,25.8,1498,98.6,honda,amaze
Delhi,2010,109703,Petrol,Automatic,Second,5,20.46,4,14.28,1798,138.03,toyota,corolla
Hyderabad,2012,110000,Diesel,Manual,First,5,7.63,2.8,22.3,1248,74,tata,indica
Mumbai,2012,35000,Diesel,Manual,First,7,18.865,8.25,16,2179,140,mahindra,xuv500
Kolkata,2010,47722,Diesel,Manual,First,5,7.88,1.7,21.1,1248,73.9,maruti,ritz
Mumbai,2013,25000,Petrol,Automatic,First,5,49.49,14.85,14.74,1991,181.04,mercedes-benz,new
Mumbai,2018,8000,Petrol,Automatic,First,5,15.14,12.85,17,1591,121.3,hyundai,verna
Hyderabad,2012,65000,Diesel,Automatic,First,5,49.49,16,14.94,2143,204,mercedes-benz,new
Hyderabad,2018,1048,Petrol,Manual,First,5,5.51,4.7,18.9,998,67.1,maruti,wagon
Bangalore,2014,42000,Petrol,Manual,Second,7,11.27,5.94,16.02,1373,93.7,maruti,ertiga
Hyderabad,2013,55000,Diesel,Manual,First,5,14.22,8,20.5,1598,103.5,skoda,rapid
Delhi,2010,72000,Diesel,Manual,First,8,24.01,5.45,12.8,2494,102,toyota,innova
Kochi,2018,17773,Petrol,Automatic,First,5,39.22,26.76,13.7,1991,183,mercedes-benz,gla
Hyderabad,2013,65000,Diesel,Manual,Second,5,10.15,3.5,20.14,1498,88,volkswagen,polo
Mumbai,2008,65000,Petrol,Manual,Second,5,4.55,1.39,,1086,62,hyundai,santro
Kolkata,2013,53280,Diesel,Manual,First,5,14.255,4.7,22.32,1582,126.3,hyundai,verna
Ahmedabad,2016,34005,Petrol,Manual,First,5,8.09,5.75,17,1198,73.75,volkswagen,ameo
Coimbatore,2017,14618,Petrol,Manual,First,5,10.25,8.11,18.6,1197,81.83,hyundai,i20
Delhi,2006,65771,Petrol,Manual,Second,5,5.51,0.75,17.3,1061,64,maruti,wagon
Pune,2006,78000,Petrol,Manual,Second,5,7.63,1,13.5,1405,60,tata,indica
Hyderabad,2016,105545,Diesel,Manual,First,7,11.67,5.3,14,2498,112,mahindra,xylo
Jaipur,2017,25000,Diesel,Manual,First,5,33.68,8,12.4,2499,134,isuzu,d-max
Pune,2010,80561,Petrol,Manual,First,5,10.25,2.74,18.5,1197,80,hyundai,i20
Mumbai,2017,6000,Petrol,Manual,First,5,8.78,7.5,21.4,1197,83.1,maruti,baleno
Jaipur,2016,39000,Diesel,Automatic,First,7,21,13.5,17.6,2179,153.86,tata,hexa
Kolkata,2011,55001,Petrol,Manual,First,5,10.15,2.2,16.47,1198,73.9,volkswagen,polo
Mumbai,2012,63720,Petrol,Automatic,First,5,49.49,13.25,11.74,1796,186,mercedes-benz,new
Delhi,2013,70000,Diesel,Manual,First,5,8.525,3.88,23.59,1364,,toyota,etios
Jaipur,2005,100000,Petrol,Manual,Second,5,10.25,0.85,15.3,1341,83,hyundai,getz
Kochi,2017,15386,Petrol,Manual,First,5,5.56,5.11,23.84,1199,84,tata,tiago
Mumbai,2013,102486,Diesel,Manual,First,5,15.05,4.25,19.87,1461,83.8,renault,duster
Coimbatore,2013,58629,Diesel,Automatic,Second,5,53.14,16.52,18.25,1968,187.74,audi,a4
Pune,2008,86000,Diesel,Manual,Third,7,7.63,0.6,13.93,2179,138,tata,new
Hyderabad,2012,68238,Diesel,Manual,First,5,7.88,4.8,22.9,1248,74,maruti,swift
Mumbai,2011,42036,Petrol,Automatic,First,5,33.36,6.25,13.7,1798,157.75,skoda,superb
Mumbai,2014,55619,Petrol,Manual,First,5,21.77,8.3,16.3,1797,147.5,hyundai,elantra
Pune,2009,60000,Petrol,Manual,Third,5,13.58,3.25,17,1497,118,honda,city
Pune,2015,30000,Diesel,Manual,First,5,15.05,7.75,19.87,1461,83.8,renault,duster
Kochi,2016,31150,Diesel,Automatic,First,5,69.675,30.54,16.36,2179,187.7,jaguar,xf
Jaipur,2010,70000,LPG,Manual,First,5,5.51,2.27,26.2,998,58.2,maruti,wagon
Pune,2010,70290,Petrol,Manual,Second,5,10.15,2.96,17.24,1198,73.9,volkswagen,polo
Chennai,2016,10000,Petrol,Manual,First,5,7.77,4,17.57,1193,88.7,tata,bolt
Bangalore,2014,68010,Petrol,Manual,Second,5,10.25,5.25,18.5,1197,82.85,hyundai,i20
Kochi,2013,91903,Diesel,Automatic,First,5,67.1,17.56,17.68,1968,174.33,audi,a6
Mumbai,2011,38000,Petrol,Manual,First,5,11.91,3.25,16.09,1598,103.5,volkswagen,vento
Bangalore,2015,67600,Petrol,Manual,First,5,5.87,4,23.1,998,67.04,maruti,celerio
Coimbatore,2007,66800,Petrol,Manual,First,5,10.25,2.2,15.3,1341,83,hyundai,getz
Pune,2016,37208,Diesel,Manual,First,5,9.93,7.43,24.3,1248,88.5,maruti,vitara
Mumbai,2009,102002,Diesel,Automatic,First,5,49.49,10.75,8.7,2987,224.34,mercedes-benz,m-class
Delhi,2011,68000,Diesel,Manual,First,5,7.88,2.75,19.3,1248,73.9,maruti,swift
Hyderabad,2013,40000,Diesel,Automatic,Second,4,136,45,17.85,2967,300,porsche,panamera
Mumbai,2015,33500,Petrol,Automatic,First,5,40.62,19.75,19.16,2494,158.2,toyota,camry
Delhi,2013,33746,Petrol,Manual,First,5,6.63,3.2,18.5,1198,86.8,honda,brio
Hyderabad,2009,53000,Petrol,Automatic,First,5,33.36,4.75,,3597,262.6,skoda,superb
Coimbatore,2011,45004,Diesel,Manual,First,7,24.01,9.48,12.8,2494,102,toyota,innova
Coimbatore,2015,70602,Diesel,Manual,First,5,8.54,4.83,25.8,1498,98.6,honda,amaze
Delhi,2014,27365,Diesel,Manual,First,5,7.88,4.75,28.4,1248,74,maruti,swift
Jaipur,2015,100000,Diesel,Manual,First,5,8.23,4,24.4,1120,71,hyundai,xcent
Jaipur,2012,55000,Diesel,Manual,Second,8,11.67,2.9,14,2498,112,mahindra,xylo
Kolkata,2013,46000,Petrol,Manual,First,5,5.51,2.65,18.9,998,67.1,maruti,wagon
Hyderabad,2011,47000,Diesel,Manual,First,5,11.3,2.5,25.44,936,57.6,chevrolet,beat
Delhi,2014,40929,CNG,Manual,First,4,4.36,,32.26,998,58.2,maruti,alto
Coimbatore,2013,54493,Petrol,Manual,Second,5,4.36,,24.7,796,47.3,maruti,alto
Mumbai,2017,34000,Diesel,Manual,First,7,25.27,,13.68,2393,147.8,toyota,innova
Hyderabad,2012,139000,Diesel,Manual,First,5,8.525,,23.59,1364,,toyota,etios
Mumbai,2014,29000,Petrol,Manual,First,5,10.25,,18.5,1197,82.85,hyundai,i20
Coimbatore,2016,85609,Diesel,Manual,Second,7,18.865,,16,2179,140,mahindra,xuv500
Pune,2015,59000,Diesel,Automatic,First,7,37.17,,12.55,2982,168.7,toyota,fortuner
Jaipur,2013,65000,Petrol,Manual,First,5,10.25,,21.1,814,55.2,hyundai,eon
Mumbai,2011,66000,Petrol,Manual,Second,5,13.58,,17,1497,118,honda,city
Coimbatore,2015,54684,Diesel,Manual,First,7,18.865,,15.1,2179,140,mahindra,xuv500
Mumbai,2012,78000,Diesel,Automatic,Second,5,53.14,,12.8,1968,167.6,audi,q5
Jaipur,2016,21000,Petrol,Manual,First,5,7.45,,18.9,1197,82,hyundai,grand
Chennai,2007,90000,Petrol,Manual,Third,5,21.085,,13.4,1794,125,toyota,corolla
Coimbatore,2008,87628,Diesel,Manual,First,5,7.88,,17.8,1248,75,maruti,swift
Mumbai,2014,45000,Petrol,Manual,First,5,16.65,,13.24,1598,102.5,nissan,terrano
Coimbatore,2013,30788,Diesel,Automatic,First,5,48.18,,17.05,1995,184,bmw,x1
Hyderabad,2015,39524,Diesel,Automatic,First,5,54.43,,19.59,1995,184,bmw,3
Chennai,2009,140000,Diesel,Manual,First,5,11.685,,13.8,1399,68,ford,ikon
Kochi,2019,15409,Petrol,Automatic,First,5,7.88,,22,1197,81.8,maruti,swift
Jaipur,2015,36502,Petrol,Manual,First,5,7.88,,17.5,1298,85.8,maruti,swift
Pune,2016,200000,Diesel,Manual,First,5,7.88,,23.2,1248,73.94,maruti,ritz
Delhi,2010,70000,Petrol,Manual,First,5,9.47,,18.06,1198,75,nissan,micra
Kochi,2017,36701,Petrol,Manual,First,5,4.36,,24.7,796,47.3,maruti,alto
Bangalore,2009,72000,Petrol,Manual,Second,,25.83,,17.5,,,skoda,laura
Bangalore,2011,40000,Petrol,Manual,Second,5,13.58,,15.5,1799,132,honda,civic
Pune,2005,47000,Petrol,Manual,Second,5,11.685,,13.8,1299,70,ford,ikon
Pune,2006,93500,Petrol,Manual,Second,5,4.36,,19.7,796,46.3,maruti,alto
Pune,2015,52000,Diesel,Manual,First,5,9.6,,27.3,1498,98.6,honda,jazz
Delhi,2015,55429,Diesel,Automatic,Second,5,14.22,,21.66,1498,103.52,skoda,rapid
Mumbai,2011,133000,Petrol,Manual,Second,5,10.25,,17,1197,80,hyundai,i20
Chennai,2014,70000,Diesel,Manual,Second,5,9.27,,23.59,1364,67.06,toyota,etios
Pune,2014,68000,Diesel,Manual,First,5,10.15,,15.11,1598,103.6,volkswagen,polo
Pune,2010,71000,Petrol,Manual,Second,5,10.25,,19.81,1086,68.05,hyundai,i10
Chennai,2012,121000,Diesel,Manual,First,6,33.21,,10.5,2835,107.2,mitsubishi,pajero
Kolkata,2015,107000,Diesel,Manual,First,5,7.88,,23.4,1248,74,maruti,swift
Chennai,2015,51000,Petrol,Manual,First,5,7.88,,19.1,1197,85.8,maruti,swift
Mumbai,2017,13500,Petrol,Automatic,First,5,14.95,,14.84,1598,103.52,skoda,rapid
Bangalore,2016,13000,Petrol,Manual,First,5,16.06,,15.29,1591,121.3,hyundai,creta
Pune,2010,81000,Diesel,Manual,First,8,24.01,,12.8,2494,102,toyota,innova
Mumbai,2012,66889,Diesel,Automatic,First,5,70.43,,22.48,1995,190,bmw,5
Ahmedabad,2018,32000,Diesel,Manual,First,5,8.8,,27.39,1248,74,maruti,baleno
Pune,2013,87001,Diesel,Automatic,First,5,53.14,,17.11,1968,174.33,audi,a4
Hyderabad,2013,55000,Diesel,Automatic,Second,5,53.14,,16.55,1968,140,audi,a4
Jaipur,2018,4000,Petrol,Manual,First,5,11.89,,15.41,1598,103.52,skoda,rapid
Kochi,2017,27778,Diesel,Manual,First,7,11.27,,24.52,1248,88.5,maruti,ertiga
Mumbai,2017,5000,Petrol,Manual,First,5,11.11,,20.73,1373,91.1,maruti,ciaz
Pune,2014,72000,Petrol,Manual,First,5,11.11,,20.73,1373,91.1,maruti,ciaz
Chennai,2015,21000,Diesel,Automatic,First,5,34.63,,20,2143,136,mercedes-benz,a
Kochi,2015,59299,Diesel,Manual,First,7,24.01,,12.99,2494,100.6,toyota,innova
Ahmedabad,2014,75000,Diesel,Automatic,First,5,54.43,,18.88,1995,184,bmw,3
Kochi,2019,3413,Petrol,Manual,First,5,4.36,,24.7,796,47.3,maruti,alto
Mumbai,2014,62000,Diesel,Manual,First,5,11.685,,22.7,1498,89.84,ford,ecosport
Mumbai,2010,105001,Diesel,Automatic,First,7,35.29,,11.4,2953,153.86,ford,endeavour
Mumbai,2013,89000,Diesel,Automatic,First,5,53.14,,14.16,1968,174.3,audi,q5
Mumbai,2014,21000,Petrol,Manual,First,5,14.255,,17.01,1591,121.3,hyundai,verna
Kolkata,2014,50000,Diesel,Manual,First,7,18.865,,15.1,2179,140,mahindra,xuv500
Hyderabad,2016,70687,Diesel,Manual,First,5,11.02,,24.3,1248,88.5,maruti,vitara
Pune,2016,104350,Diesel,Manual,First,5,8.94,,23.59,1364,67.04,toyota,etios
Chennai,2011,150000,Diesel,Manual,Second,5,7.63,,19.09,1396,69,tata,indigo
Delhi,2008,81000,Petrol,Manual,First,5,13.58,,17.7,1497,78,honda,city
Kolkata,2008,89000,Petrol,Manual,Second,5,21.085,,14.53,1798,138.1,toyota,corolla
Kochi,2017,35223,Petrol,Manual,First,5,7.45,,18.9,1197,82,hyundai,grand
Kolkata,2015,48000,Petrol,Manual,First,5,10.25,,18.6,1197,81.83,hyundai,i20
Delhi,2015,60000,Diesel,Manual,First,5,10.15,,20.14,1498,88.8,volkswagen,polo
Mumbai,2018,7000,Petrol,Manual,First,5,5.78,,23,998,67,maruti,celerio
Kochi,2015,47572,Petrol,Manual,First,5,11.3,,18.2,1199,82.5,chevrolet,sail
Delhi,2010,72727,Diesel,Manual,Second,8,18.865,,15.4,2179,120,mahindra,scorpio
Mumbai,2018,4708,Diesel,Manual,First,5,9.4,,21.66,1498,108.62,volkswagen,ameo
Delhi,2009,55000,Petrol,Manual,Second,5,5.51,,18.9,998,67.1,maruti,wagon
Coimbatore,2013,44198,Petrol,Manual,Second,5,6.62,,18.4,1198,86.8,honda,brio
Ahmedabad,2015,35000,Petrol,Manual,First,7,11.27,,16.02,1373,93.7,maruti,ertiga
Ahmedabad,2013,63831,Petrol,Manual,First,5,4.55,,,1086,62,hyundai,santro
Delhi,2017,17540,Petrol,Manual,First,5,7.65,,18.16,1196,86.8,ford,figo
Mumbai,2017,14000,Petrol,Automatic,First,5,6.3,,23.84,1199,84,tata,tiago
Bangalore,2007,47000,Petrol,Manual,Second,5,4.55,,,1086,,hyundai,santro
Chennai,2010,75422,Petrol,Manual,Second,5,11.3,,18.6,1199,79.4,chevrolet,beat
Hyderabad,2011,67000,Diesel,Manual,Second,5,9.47,,23.08,1461,63.1,nissan,micra
Delhi,2013,79999,Diesel,Manual,First,8,24.01,,12.99,2494,100,toyota,innova
Kolkata,2017,5044,Petrol,Manual,First,5,6.41,,20.14,1197,81.86,hyundai,xcent
Kolkata,2016,31601,Petrol,Manual,First,5,11.11,,20.73,1373,91.1,maruti,ciaz
Delhi,2014,70000,Diesel,Automatic,First,5,67.87,,18.12,1995,190,bmw,5
Ahmedabad,2016,16000,Petrol,Automatic,First,5,40.62,,19.16,2487,175.67,toyota,camry
Mumbai,2016,31700,Diesel,Manual,First,5,21.085,,21.43,1364,87.2,toyota,corolla
Kochi,2014,76969,Diesel,Manual,First,5,14.255,,22.32,1582,126.32,hyundai,verna
Kolkata,2015,37000,Diesel,Automatic,First,5,13.23,,21.21,1498,103.2,volkswagen,vento
Mumbai,2014,23000,Petrol,Automatic,First,5,11.33,,11.07,2496,179.5,nissan,teana
Coimbatore,2014,59098,Petrol,Manual,Second,5,10.25,,17,1197,80,hyundai,i20
Kochi,2010,142299,Petrol,Manual,First,5,7.63,,13.07,1368,88.76,tata,manza
Jaipur,2011,75731,Diesel,Manual,First,5,7.65,,20,1399,68,ford,figo
Coimbatore,2017,69627,Petrol,Manual,First,5,10.25,,18.6,1197,81.83,hyundai,i20
Mumbai,2011,49000,Petrol,Manual,First,5,11.685,,15.3,1596,99.6,ford,fiesta
Mumbai,2015,25700,Petrol,Automatic,First,5,37.03,,11.9,1595,120.7,mercedes-benz,b
Delhi,2012,80800,Petrol,Manual,First,5,10.25,,18.5,1197,82.85,hyundai,i20
Hyderabad,2013,110896,Diesel,Manual,First,5,7.88,,23.4,1248,74,maruti,swift
Kolkata,2009,62261,Petrol,Manual,First,5,4.55,,17.92,1086,62.1,hyundai,santro
Kochi,2017,27610,Petrol,Manual,First,5,8.8,,21.4,1197,83.1,maruti,baleno
Kochi,2011,89219,Petrol,Manual,First,5,13.58,,10.2,2354,180,honda,accord
Hyderabad,2018,6700,Petrol,Automatic,First,5,9.47,,19.34,1198,75.94,nissan,micra
Pune,2011,51599,Petrol,Manual,First,5,7.88,,19,998,67.1,maruti,zen
Kolkata,2013,37489,Diesel,Manual,First,5,21.77,,22.7,1582,126.24,hyundai,elantra
Mumbai,2016,98000,Diesel,Manual,First,5,7.63,,17.5,1396,70,tata,indica
Hyderabad,2012,25183,Petrol,Manual,First,4,7.63,,26,624,35,tata,nano
Bangalore,2015,52100,Diesel,Automatic,Second,5,67.87,,18.12,1995,190,bmw,5
Pune,2014,60000,Diesel,Manual,First,5,8.54,,25.8,1498,98.6,honda,amaze
Kolkata,2013,51000,Diesel,Manual,First,5,10.15,,22.07,1199,73.9,volkswagen,polo
Mumbai,2012,70000,Diesel,Manual,First,5,7.63,,22.3,1248,74,tata,indica
Jaipur,2015,95000,Diesel,Manual,First,5,44.8,,17.32,1968,138.13,audi,q3
Jaipur,2014,66346,Diesel,Manual,First,5,13.58,,26,1498,98.6,honda,city
Hyderabad,2015,69150,Diesel,Manual,First,5,8.54,,25.8,1498,98.6,honda,amaze
Bangalore,2016,31000,Petrol,Manual,First,5,10.25,,18.6,1197,81.83,hyundai,i20
Bangalore,2013,49000,Diesel,Automatic,Second,5,67.87,,18.12,1995,190,bmw,5
Kochi,2014,63058,Petrol,Manual,First,5,6.62,,19.4,1198,86.8,honda,brio
Delhi,2016,22000,Diesel,Automatic,First,5,49.49,,19.71,2143,201.15,mercedes-benz,new
Coimbatore,2015,73026,Petrol,Manual,First,5,10.15,,16.47,1198,74,volkswagen,polo
Coimbatore,2011,21762,Petrol,Automatic,Second,5,10.25,,19.2,1197,80,hyundai,i10
Coimbatore,2018,29738,Petrol,Manual,First,5,14.255,,17.01,1591,121.3,hyundai,verna
Mumbai,2018,16053,Petrol,Manual,First,5,10.25,,18.6,1197,81.83,hyundai,i20
Kochi,2012,61665,Diesel,Automatic,First,5,67.87,,16.73,2993,218,bmw,5
Delhi,2015,51000,Diesel,Manual,First,5,7.88,,19.3,1248,73.9,maruti,swift
Bangalore,2016,34820,Diesel,Manual,First,7,15.59,,21.9,1498,98.6,honda,brv
Mumbai,2018,12000,Petrol,Manual,First,7,11.27,,17.5,1373,91.1,maruti,ertiga
Hyderabad,2017,32287,Diesel,Manual,First,5,7.88,,26.59,1248,74,maruti,swift
Jaipur,2012,121134,Diesel,Manual,First,5,8.525,,23.59,1364,,toyota,etios
Coimbatore,2015,74485,Diesel,Automatic,First,5,69.59,,16.09,1995,184,bmw,x3
Chennai,2011,63000,Diesel,Manual,First,5,11.3,,25.44,936,57.6,chevrolet,beat
Coimbatore,2018,53190,Diesel,Automatic,First,5,44.8,,18.51,1968,147.51,audi,q3
Bangalore,2016,26900,Diesel,Automatic,First,7,49.49,,12,2987,224,mercedes-benz,gl-class
Hyderabad,2015,40000,Diesel,Automatic,First,5,54.43,,19.59,1995,184,bmw,3
Coimbatore,2016,40587,Petrol,Manual,First,5,7.45,,18.9,1197,82,hyundai,grand
Hyderabad,2015,27000,Petrol,Manual,First,5,7.45,,18.9,1197,82,hyundai,grand
Coimbatore,2016,29108,Diesel,Manual,First,5,8.525,,23.59,1364,67.04,toyota,etios
Mumbai,2015,18000,Petrol,Manual,First,5,5.74,,19.83,1198,67,datsun,go
Kolkata,2017,10500,Petrol,Manual,First,5,7.43,,20.89,1197,81.8,maruti,ignis
