Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Regionname,Propertycount,Price,Total_Space_New
Bayswater,3,h,Fletchers,2017-09-23,23.2,3153.0,3,2,2,693.5,Eastern Metropolitan,5030,882500,10
Bayswater,3,h,iTRAK,2017-09-23,23.2,3153.0,3,2,4,782.0,Eastern Metropolitan,5030,755000,12
Bayswater North,4,h,McGrath,2017-09-23,23.2,3153.0,4,2,2,693.5,Eastern Metropolitan,3598,748000,12
Bayswater North,3,h,McGrath,2017-09-23,23.2,3153.0,3,2,5,931.0,Eastern Metropolitan,3598,800000,13
Bayswater North,3,h,iTRAK,2017-09-23,23.2,3153.0,3,2,2,482.0,Eastern Metropolitan,3598,724000,10
Beaconsfield Upper,3,h,Peake,2017-09-23,39.8,3808.0,3,2,2,840.0,Eastern Victoria,973,764000,10
Beaumaris,1,u,Maitland,2017-09-23,17.3,3193.0,1,1,1,50.0,Southern Metropolitan,5366,291500,4
Beaumaris,3,h,Marshall,2017-09-23,17.3,3193.0,3,2,2,335.0,Southern Metropolitan,5366,1150000,10
Bellfield,3,h,Miles,2017-09-23,8.8,3081.0,3,1,1,693.5,Eastern Metropolitan,790,900000,8
Bentleigh,5,h,Obrien,2017-09-23,11.4,3204.0,5,2,2,590.0,Southern Metropolitan,6795,1915000,14
Bentleigh,4,h,Woodards,2017-09-23,11.4,3204.0,4,3,4,623.0,Southern Metropolitan,6795,1410000,15
Bentleigh,3,h,C21,2017-09-23,11.4,3204.0,3,2,1,593.0,Southern Metropolitan,6795,1335000,9
Bentleigh East,3,h,hockingstuart,2017-09-23,13.8,3165.0,3,1,2,593.0,Southern Metropolitan,10969,1330000,9
Bentleigh East,2,u,C21,2017-09-23,13.8,3165.0,2,2,2,50.0,Southern Metropolitan,10969,815000,8
Bentleigh East,2,h,Buxton,2017-09-23,13.8,3165.0,2,1,2,597.0,Southern Metropolitan,10969,1020000,7
Bentleigh East,3,t,Buxton,2017-09-23,13.8,3165.0,3,2,1,267.0,Southern Metropolitan,10969,1312000,9
Bentleigh East,3,h,C21,2017-09-23,13.8,3165.0,3,1,4,593.0,Southern Metropolitan,10969,1232500,11
Bentleigh East,2,u,Gary,2017-09-23,13.8,3165.0,1,1,1,50.0,Southern Metropolitan,10969,485000,5
Bentleigh East,3,h,Buxton,2017-09-23,13.8,3165.0,3,1,2,593.0,Southern Metropolitan,10969,930000,9
Bentleigh East,4,h,Jellis,2017-09-23,13.8,3165.0,4,2,2,400.0,Southern Metropolitan,10969,1675000,12
Berwick,4,h,Eview,2017-09-23,35.2,3806.0,4,4,2,840.0,Eastern Victoria,17093,1000000,14
Berwick,3,h,Barry,2017-09-23,35.2,3806.0,3,2,2,957.0,Eastern Victoria,17093,835000,10
Black Rock,3,h,Buxton,2017-09-23,17.3,3193.0,3,2,2,593.0,Southern Metropolitan,2866,2525000,10
Black Rock,3,u,Ray,2017-09-23,17.3,3193.0,3,2,2,749.0,Southern Metropolitan,2866,945000,10
Blackburn,3,h,Ray,2017-09-23,13.4,3130.0,3,1,2,1271.0,Eastern Metropolitan,5713,786000,9
Blackburn North,4,h,McGrath,2017-09-23,13.4,3130.0,4,2,1,693.5,Eastern Metropolitan,2867,1356000,11
Blackburn North,2,u,Noel,2017-09-23,13.4,3130.0,2,1,1,208.0,Eastern Metropolitan,2867,590000,6
Blackburn North,5,h,Buxton,2017-09-23,13.4,3130.0,5,2,2,602.0,Eastern Metropolitan,2867,1555000,14
Blackburn North,3,h,Ray,2017-09-23,13.4,3130.0,3,2,2,693.5,Eastern Metropolitan,2867,800000,10
Blackburn North,4,h,Fletchers,2017-09-23,13.4,3130.0,4,2,2,582.0,Eastern Metropolitan,2867,1475000,12
Blackburn South,4,h,McGrath,2017-09-23,13.4,3130.0,4,2,2,727.0,Eastern Metropolitan,4387,1229000,12
Bonbeach,3,h,hockingstuart,2017-09-23,27.0,3196.0,3,2,2,572.0,South-Eastern Metropolitan,2887,965000,10
Box Hill,2,u,hockingstuart,2017-09-23,10.9,3128.0,2,1,1,208.0,Eastern Metropolitan,4605,466000,6
Box Hill,2,u,Philip,2017-09-23,10.9,3128.0,2,1,1,84.0,Eastern Metropolitan,4605,653000,6
Braybrook,5,h,Sweeney,2017-09-23,8.6,3019.0,5,3,2,537.0,Western Metropolitan,3589,818000,15
Brighton,3,h,Buxton,2017-09-23,10.5,3186.0,3,1,2,593.0,Southern Metropolitan,10579,1900000,9
Brighton,2,u,Buxton,2017-09-23,10.5,3186.0,2,1,2,50.0,Southern Metropolitan,10579,974250,7
Brighton,2,u,Kay,2017-09-23,10.5,3186.0,2,1,1,50.0,Southern Metropolitan,10579,630500,6
Brighton East,5,h,Buxton,2017-09-23,10.3,3187.0,5,3,3,626.0,Southern Metropolitan,6938,2750000,16
Brighton East,3,t,Marshall,2017-09-23,10.3,3187.0,3,2,2,267.0,Southern Metropolitan,6938,1051000,10
Broadmeadows,3,h,hockingstuart,2017-09-23,14.0,3047.0,3,1,2,482.0,Northern Metropolitan,4294,430000,9
Broadmeadows,5,h,YPA,2017-09-23,14.0,3047.0,5,2,2,482.0,Northern Metropolitan,4294,850000,14
Broadmeadows,2,h,Stockdale,2017-09-23,14.0,3047.0,3,1,1,482.0,Northern Metropolitan,4294,320000,7
Broadmeadows,3,h,YPA,2017-09-23,14.0,3047.0,3,2,1,482.0,Northern Metropolitan,4294,525000,9
Broadmeadows,3,h,Barry,2017-09-23,14.0,3047.0,3,2,2,482.0,Northern Metropolitan,4294,500000,10
Broadmeadows,3,h,Barry,2017-09-23,14.0,3047.0,3,1,3,580.0,Northern Metropolitan,4294,575500,10
Brookfield,3,h,FN,2017-09-23,29.8,3338.0,3,2,2,603.0,Western Victoria,3122,445000,10
Brooklyn,3,h,hockingstuart,2017-09-23,6.4,3012.0,3,2,3,738.0,Western Metropolitan,962,901000,11
Brunswick,3,h,hockingstuart,2017-09-23,5.2,3056.0,3,1,1,360.0,Northern Metropolitan,11918,1150000,8
Brunswick,3,h,Chambers,2017-09-23,5.2,3056.0,3,1,2,212.0,Northern Metropolitan,11918,1280000,9
Brunswick,3,h,Nelson,2017-09-23,5.2,3056.0,3,1,1,482.0,Northern Metropolitan,11918,1247000,8
Brunswick,2,u,Nelson,2017-09-23,5.2,3056.0,2,1,1,50.0,Northern Metropolitan,11918,495000,6
Brunswick,3,h,Jellis,2017-09-23,5.2,3056.0,3,1,1,331.0,Northern Metropolitan,11918,1325000,8
Brunswick,4,h,Nelson,2017-09-23,5.2,3056.0,4,2,1,278.0,Northern Metropolitan,11918,1630000,11
Brunswick,3,h,Nelson,2017-09-23,5.2,3056.0,3,1,2,482.0,Northern Metropolitan,11918,1360000,9
Brunswick,1,u,Brad,2017-09-23,5.2,3056.0,1,1,1,50.0,Northern Metropolitan,11918,250000,4
Brunswick,4,h,Jellis,2017-09-23,5.2,3056.0,4,1,2,518.0,Northern Metropolitan,11918,1275000,11
Brunswick,2,h,Jellis,2017-09-23,5.2,3056.0,2,1,1,482.0,Northern Metropolitan,11918,605000,6
Brunswick,1,u,Nelson,2017-09-23,5.2,3056.0,1,1,1,50.0,Northern Metropolitan,11918,402000,4
Brunswick,4,h,Nelson,2017-09-23,5.2,3056.0,4,2,3,461.0,Northern Metropolitan,11918,1770000,13
Brunswick East,2,h,Nelson,2017-09-23,4.0,3057.0,2,1,1,186.0,Northern Metropolitan,5533,1065000,6
Brunswick East,2,u,Jellis,2017-09-23,4.0,3057.0,2,1,1,186.0,Northern Metropolitan,5533,522000,6
Brunswick East,2,u,Brad,2017-09-23,4.0,3057.0,2,1,1,50.0,Northern Metropolitan,5533,522000,6
Brunswick West,3,h,Woodards,2017-09-23,5.2,3055.0,3,1,2,399.0,Northern Metropolitan,7082,1000000,9
Brunswick West,2,u,Brad,2017-09-23,5.2,3055.0,2,1,1,50.0,Northern Metropolitan,7082,438000,6
Brunswick West,3,h,Nelson,2017-09-23,5.2,3055.0,3,1,2,218.0,Northern Metropolitan,7082,1080000,9
Bulleen,4,h,Luxton,2017-09-23,10.8,3105.0,4,2,3,650.0,Eastern Metropolitan,4480,1300000,13
Bulleen,3,h,Barry,2017-09-23,10.8,3105.0,3,2,2,697.0,Eastern Metropolitan,4480,1331000,10
Bundoora,3,h,Ray,2017-09-23,12.1,3083.0,3,1,2,482.0,Northern Metropolitan,10175,915000,9
Bundoora,3,h,Barry,2017-09-23,12.1,3083.0,3,1,1,482.0,Northern Metropolitan,10175,892000,8
Bundoora,3,h,Ray,2017-09-23,12.1,3083.0,3,1,2,586.0,Northern Metropolitan,10175,745000,9
Bundoora,3,h,Barry,2017-09-23,12.1,3083.0,3,1,1,482.0,Northern Metropolitan,10175,1010000,8
Bundoora,3,u,Barry,2017-09-23,12.1,3083.0,1,1,1,50.0,Northern Metropolitan,10175,607000,6
Bundoora,4,h,Ray,2017-09-23,12.1,3083.0,4,2,1,482.0,Northern Metropolitan,10175,863000,11
Bundoora,3,t,Stockdale,2017-09-23,12.1,3083.0,3,2,2,145.0,Northern Metropolitan,10175,448000,10
Burnside Heights,3,h,YPA,2017-09-23,14.8,3023.0,3,2,2,419.0,Western Metropolitan,1686,655000,10
Burwood East,4,h,McGrath,2017-09-23,14.7,3151.0,4,3,3,693.5,Eastern Metropolitan,4048,1010800,14
Burwood East,3,h,Noel,2017-09-23,14.7,3151.0,3,1,1,189.0,Eastern Metropolitan,4048,680000,8
Camberwell,3,u,Jellis,2017-09-23,7.7,3124.0,1,1,1,50.0,Southern Metropolitan,8920,1840000,6
Camberwell,4,h,Jellis,2017-09-23,7.7,3124.0,4,2,8,905.0,Southern Metropolitan,8920,2850000,18
Camberwell,5,h,Marshall,2017-09-23,7.7,3124.0,5,2,2,768.0,Southern Metropolitan,8920,2800000,14
Carlton,3,u,Jellis,2017-09-23,1.6,3053.0,3,1,2,50.0,Northern Metropolitan,6786,830000,9
Carnegie,4,h,Woodards,2017-09-23,10.1,3163.0,4,3,1,593.0,Southern Metropolitan,7822,1600000,12
Carnegie,3,h,Ray,2017-09-23,10.1,3163.0,3,1,2,593.0,Southern Metropolitan,7822,1250000,9
Carnegie,2,u,Jellis,2017-09-23,10.1,3163.0,2,1,1,50.0,Southern Metropolitan,7822,533000,6
Carnegie,2,u,Jellis,2017-09-23,10.1,3163.0,2,1,1,50.0,Southern Metropolitan,7822,541000,6
Carnegie,2,u,Barry,2017-09-23,10.1,3163.0,2,1,1,50.0,Southern Metropolitan,7822,490000,6
Carnegie,1,u,Obrien,2017-09-23,10.1,3163.0,1,1,1,50.0,Southern Metropolitan,7822,392500,4
Carnegie,1,u,Gary,2017-09-23,10.1,3163.0,1,1,1,50.0,Southern Metropolitan,7822,403000,4
Carnegie,4,h,Ray,2017-09-23,10.1,3163.0,4,2,2,627.0,Southern Metropolitan,7822,1966000,12
Carnegie,1,u,Ray,2017-09-23,10.1,3163.0,1,1,1,2048.0,Southern Metropolitan,7822,381000,4
Caroline Springs,3,h,HAR,2017-09-23,14.8,3023.0,3,1,2,238.0,Western Metropolitan,7719,646000,9
Carrum,2,u,O'Brien,2017-09-23,31.2,3197.0,2,1,2,210.0,South-Eastern Metropolitan,1989,553500,7
Carrum Downs,3,h,Harcourts,2017-09-23,34.9,3201.0,3,2,2,632.0,South-Eastern Metropolitan,8060,630000,10
Caulfield North,3,t,LITTLE,2017-09-23,7.8,3161.0,3,2,1,267.0,Southern Metropolitan,6923,1475000,9
Chadstone,2,h,Jellis,2017-09-23,11.7,3148.0,2,1,1,593.0,Southern Metropolitan,3582,686000,6
Chelsea,2,u,hockingstuart/hockingstuart,2017-09-23,27.0,3196.0,2,1,2,210.0,South-Eastern Metropolitan,3906,685000,7
Chelsea,3,h,Buxton,2017-09-23,27.0,3196.0,3,3,2,632.0,South-Eastern Metropolitan,3906,1210000,11
Chelsea Heights,4,h,hockingstuart/hockingstuart,2017-09-23,27.0,3196.0,4,3,2,632.0,South-Eastern Metropolitan,2076,890000,13
Cheltenham,3,h,O'Brien,2017-09-23,17.9,3192.0,3,2,2,603.0,Southern Metropolitan,9758,1100000,10
Cheltenham,2,u,Buxton,2017-09-23,17.9,3192.0,1,1,1,50.0,Southern Metropolitan,9758,600000,5
Cheltenham,3,t,Kay,2017-09-23,17.9,3192.0,3,1,1,267.0,Southern Metropolitan,9758,851000,8
Cheltenham,3,h,Buxton,2017-09-23,17.9,3192.0,3,1,2,566.0,Southern Metropolitan,9758,1015000,9
Cheltenham,3,t,Buxton,2017-09-23,17.9,3192.0,3,2,2,138.0,Southern Metropolitan,9758,795000,10
Cheltenham,3,h,O'Brien,2017-09-23,17.9,3192.0,3,2,2,534.0,Southern Metropolitan,9758,1160000,10
Cheltenham,4,h,O'Brien,2017-09-23,17.9,3192.0,4,2,2,585.0,Southern Metropolitan,9758,1160000,12
Clarinda,4,h,Buxton,2017-09-23,17.5,3169.0,4,2,2,632.0,South-Eastern Metropolitan,2727,878000,12
Clayton South,3,h,C21,2017-09-23,17.5,3169.0,3,1,2,602.0,South-Eastern Metropolitan,4734,800000,9
Clifton Hill,3,h,Harrington,2017-09-23,3.6,3068.0,3,1,1,482.0,Northern Metropolitan,2954,1385000,8
Coburg,3,h,Nelson,2017-09-23,6.7,3058.0,3,1,2,482.0,Northern Metropolitan,11204,1286000,9
Coburg,4,h,Brad,2017-09-23,6.7,3058.0,4,2,1,343.0,Northern Metropolitan,11204,1000000,11
Coburg,3,h,Nelson,2017-09-23,6.7,3058.0,3,1,3,491.0,Northern Metropolitan,11204,960000,10
Collingwood,2,u,Jellis,2017-09-23,2.0,3066.0,2,2,1,50.0,Northern Metropolitan,4553,565000,7
Craigieburn,4,h,Ray,2017-09-23,20.6,3064.0,4,2,2,771.0,Northern Metropolitan,15510,735000,12
Craigieburn,3,h,Barry,2017-09-23,20.6,3064.0,3,2,2,482.0,Northern Metropolitan,15510,517000,10
Craigieburn,4,h,Ray,2017-09-23,20.6,3064.0,4,2,2,630.0,Northern Metropolitan,15510,600000,12
Craigieburn,4,h,YPA,2017-09-23,20.6,3064.0,4,2,1,294.0,Northern Metropolitan,15510,475000,11
Craigieburn,5,h,Jason,2017-09-23,20.6,3064.0,5,2,2,482.0,Northern Metropolitan,15510,640000,14
Craigieburn,3,h,YPA,2017-09-23,20.6,3064.0,3,2,3,482.0,Northern Metropolitan,15510,555000,11
Craigieburn,3,h,Barry,2017-09-23,20.6,3064.0,3,2,2,448.0,Northern Metropolitan,15510,552000,10
Croydon,3,h,Barry,2017-09-23,23.0,3136.0,3,1,2,850.0,Eastern Metropolitan,11925,840500,9
Croydon,4,h,McGrath,2017-09-23,23.0,3136.0,4,2,2,693.5,Eastern Metropolitan,11925,1222000,12
Croydon,5,h,McGrath,2017-09-23,23.0,3136.0,5,4,4,693.5,Eastern Metropolitan,11925,2400000,18
Croydon,5,h,Barry,2017-09-23,23.0,3136.0,5,3,3,857.0,Eastern Metropolitan,11925,1180000,16
Croydon North,3,h,Stockdale,2017-09-23,23.0,3136.0,3,1,2,693.5,Eastern Metropolitan,2985,677000,9
Croydon South,4,h,Fletchers,2017-09-23,23.0,3136.0,3,1,1,693.5,Eastern Metropolitan,1863,1235000,9
Dallas,3,h,YPA,2017-09-23,14.0,3047.0,3,1,1,482.0,Northern Metropolitan,2246,525000,8
Dandenong,2,u,C21,2017-09-23,24.7,3175.0,2,1,1,210.0,South-Eastern Metropolitan,10894,431000,6
Dandenong,2,u,McLennan,2017-09-23,24.7,3175.0,2,1,2,210.0,South-Eastern Metropolitan,10894,445000,7
Dandenong North,2,u,Area,2017-09-23,24.7,3175.0,2,1,1,210.0,South-Eastern Metropolitan,8322,335000,6
Deer Park,3,h,HAR,2017-09-23,14.8,3023.0,3,1,1,562.0,Western Metropolitan,6388,632000,8
Deer Park,3,h,Biggin,2017-09-23,14.8,3023.0,3,1,1,537.0,Western Metropolitan,6388,570000,8
Delahey,3,h,One,2017-09-23,18.0,3037.0,3,2,2,528.0,Western Metropolitan,2898,607500,10
Delahey,3,h,Barry,2017-09-23,18.0,3037.0,3,1,1,537.0,Western Metropolitan,2898,575000,8
Delahey,3,h,Purplebricks,2017-09-23,18.0,3037.0,3,2,2,469.0,Western Metropolitan,2898,563000,10
Derrimut,4,h,Stockdale,2017-09-23,14.7,3030.0,4,2,2,516.0,Western Metropolitan,2276,695000,12
Diamond Creek,4,h,Morrison,2017-09-23,21.8,3089.0,4,3,2,1001.0,Northern Victoria,4258,990000,13
Diamond Creek,3,h,Barry,2017-09-23,21.8,3089.0,3,1,2,737.5,Northern Victoria,4258,715000,9
Doncaster,4,h,Barry,2017-09-23,12.4,3108.0,4,3,3,730.0,Eastern Metropolitan,9028,1260000,14
Doncaster,4,h,Fletchers,2017-09-23,12.4,3108.0,4,3,2,693.5,Eastern Metropolitan,9028,2123500,13
Doncaster East,3,h,Barry,2017-09-23,14.3,3109.0,3,1,1,693.5,Eastern Metropolitan,10999,1232500,8
Doncaster East,4,h,Barry,2017-09-23,14.3,3109.0,4,2,2,664.0,Eastern Metropolitan,10999,1310000,12
Doncaster East,5,h,ASL,2017-09-23,14.3,3109.0,5,2,2,659.0,Eastern Metropolitan,10999,1890000,14
Donvale,3,u,Noel,2017-09-23,16.1,3111.0,3,2,1,294.0,Eastern Metropolitan,4790,775000,9
Doreen,2,h,The,2017-09-23,25.9,3754.0,2,1,2,184.0,Northern Victoria,7254,365500,7
Edithvale,3,t,Buxton,2017-09-23,27.0,3196.0,3,2,2,248.0,South-Eastern Metropolitan,2546,895000,10
Edithvale,3,h,hockingstuart,2017-09-23,27.0,3196.0,3,1,1,441.0,South-Eastern Metropolitan,2546,837000,8
Edithvale,3,h,Hodges,2017-09-23,27.0,3196.0,3,1,2,560.0,South-Eastern Metropolitan,2546,950000,9
Elwood,3,u,Chisholm,2017-09-23,7.2,3184.0,3,1,1,50.0,Southern Metropolitan,8989,770000,8
Elwood,2,u,Morleys,2017-09-23,7.2,3184.0,2,1,1,50.0,Southern Metropolitan,8989,525500,6
Elwood,4,h,Gary,2017-09-23,7.2,3184.0,4,3,2,593.0,Southern Metropolitan,8989,2200000,13
Elwood,2,u,Jellis,2017-09-23,7.2,3184.0,2,1,1,50.0,Southern Metropolitan,8989,645000,6
Elwood,2,t,Buxton,2017-09-23,7.2,3184.0,2,2,2,267.0,Southern Metropolitan,8989,1200000,8
Epping,3,h,Love,2017-09-23,19.6,3076.0,3,2,2,716.0,Northern Metropolitan,10926,646000,10
Epping,3,h,Barry,2017-09-23,19.6,3076.0,3,1,2,534.0,Northern Metropolitan,10926,625000,9
Epping,3,h,hockingstuart,2017-09-23,19.6,3076.0,3,1,1,521.0,Northern Metropolitan,10926,552500,8
Epping,3,h,Iconek,2017-09-23,19.6,3076.0,3,2,2,482.0,Northern Metropolitan,10926,601000,10
Essendon,2,h,Nelson,2017-09-23,7.5,3040.0,2,1,2,537.0,Western Metropolitan,9264,735000,7
Essendon,5,h,Barry,2017-09-23,7.5,3040.0,5,2,1,537.0,Western Metropolitan,9264,1290000,13
Essendon,2,h,Pagan,2017-09-23,7.5,3040.0,2,1,1,537.0,Western Metropolitan,9264,562000,6
Essendon,2,h,Considine,2017-09-23,7.5,3040.0,2,1,2,537.0,Western Metropolitan,9264,580500,7
Essendon,2,u,Barry,2017-09-23,7.5,3040.0,2,1,1,80.0,Western Metropolitan,9264,520000,6
Essendon,3,h,Nelson,2017-09-23,7.5,3040.0,3,1,2,795.0,Western Metropolitan,9264,1710000,9
Essendon North,2,u,Barry,2017-09-23,8.2,3041.0,2,1,1,80.0,Western Metropolitan,1308,370000,6
Fairfield,2,u,Nelson,2017-09-23,5.7,3078.0,1,1,1,50.0,Northern Metropolitan,2970,620000,5
Fairfield,3,h,Ray,2017-09-23,5.7,3078.0,3,2,1,482.0,Northern Metropolitan,2970,1300000,9
Fawkner,4,h,Eview,2017-09-23,13.1,3060.0,4,3,2,308.0,Northern Metropolitan,5070,800000,13
Ferntree Gully,3,h,Ray,2017-09-23,24.8,3156.0,3,2,2,640.0,Eastern Metropolitan,10788,791100,10
Ferntree Gully,2,h,Noel,2017-09-23,24.8,3156.0,2,1,1,733.0,Eastern Metropolitan,10788,775000,6
Fitzroy,3,h,Nelson,2017-09-23,2.1,3065.0,3,1,1,155.0,Northern Metropolitan,5825,1210000,8
Fitzroy,2,h,Woodards,2017-09-23,2.1,3065.0,2,1,1,125.0,Northern Metropolitan,5825,1300000,6
Fitzroy North,3,h,Nelson,2017-09-23,3.6,3068.0,3,2,1,175.0,Northern Metropolitan,6244,1730000,9
Fitzroy North,3,h,Nelson,2017-09-23,3.6,3068.0,3,1,1,482.0,Northern Metropolitan,6244,1460000,8
Flemington,2,h,Nelson,2017-09-23,3.4,3031.0,2,1,1,193.0,Northern Metropolitan,3593,1100000,6
Flemington,2,u,Nelson,2017-09-23,3.4,3031.0,2,1,1,807.0,Northern Metropolitan,3593,452500,6
Footscray,1,u,Jas,2017-09-23,5.1,3011.0,1,1,1,80.0,Western Metropolitan,7570,373000,4
Footscray,3,t,Jas,2017-09-23,5.1,3011.0,2,1,1,200.0,Western Metropolitan,7570,869000,7
Forest Hill,4,h,Noel,2017-09-23,15.4,3131.0,4,2,2,653.0,Eastern Metropolitan,4385,1350000,12
Forest Hill,4,h,Noel,2017-09-23,15.4,3131.0,4,1,1,607.0,Eastern Metropolitan,4385,950000,10
Forest Hill,3,h,Noel,2017-09-23,15.4,3131.0,3,2,2,693.5,Eastern Metropolitan,4385,1100000,10
Forest Hill,3,h,MJ,2017-09-23,15.4,3131.0,3,1,2,693.5,Eastern Metropolitan,4385,799000,9
Frankston,4,h,O'Brien,2017-09-23,38.0,3199.0,4,1,1,632.0,South-Eastern Metropolitan,17055,605000,10
Frankston,3,h,O'Brien,2017-09-23,38.0,3199.0,3,1,1,586.0,South-Eastern Metropolitan,17055,634000,8
Frankston South,4,h,Eview,2017-09-23,38.0,3199.0,4,2,2,2716.0,South-Eastern Metropolitan,7566,1350000,12
Gladstone Park,3,h,YPA,2017-09-23,12.9,3043.0,3,1,1,534.0,Western Metropolitan,3285,586000,8
Glen Huntly,1,u,Hodges,2017-09-23,10.1,3163.0,1,1,1,100.0,Southern Metropolitan,2403,600000,4
Glen Huntly,1,u,Ray,2017-09-23,10.1,3163.0,1,1,1,50.0,Southern Metropolitan,2403,275000,4
Glen Iris,2,u,hockingstuart,2017-09-23,7.3,3146.0,2,1,1,50.0,Southern Metropolitan,10412,678000,6
Glen Iris,3,h,Marshall,2017-09-23,7.3,3146.0,3,2,2,374.0,Southern Metropolitan,10412,1285000,10
Glen Waverley,4,h,Ray,2017-09-23,16.7,3150.0,4,2,2,653.0,Eastern Metropolitan,15321,1190000,12
Glen Waverley,3,h,Stockdale,2017-09-23,16.7,3150.0,3,1,0,984.0,Eastern Metropolitan,15321,2450000,7
Glen Waverley,4,h,Barry,2017-09-23,16.7,3150.0,4,2,2,694.0,Eastern Metropolitan,15321,1214000,12
Glen Waverley,4,h,Barry,2017-09-23,16.7,3150.0,4,2,2,740.0,Eastern Metropolitan,15321,1631888,12
Glenroy,3,h,Stockdale,2017-09-23,11.2,3046.0,3,1,1,672.0,Northern Metropolitan,8870,850000,8
Glenroy,3,h,Barry,2017-09-23,11.2,3046.0,3,2,2,913.0,Northern Metropolitan,8870,1051000,10
Glenroy,3,t,Eview,2017-09-23,11.2,3046.0,3,1,1,145.0,Northern Metropolitan,8870,563250,8
Glenroy,2,h,Eview,2017-09-23,11.2,3046.0,2,1,1,718.0,Northern Metropolitan,8870,910000,6
Glenroy,3,h,Eview,2017-09-23,11.2,3046.0,3,1,1,482.0,Northern Metropolitan,8870,485000,8
Gowanbrae,3,h,Nelson,2017-09-23,12.9,3043.0,3,2,2,537.0,Western Metropolitan,1071,845000,10
Greensborough,2,u,Darren,2017-09-23,16.1,3088.0,2,1,1,50.0,Northern Metropolitan,8524,705000,6
Greensborough,2,u,Buckingham,2017-09-23,16.1,3088.0,2,1,2,50.0,Northern Metropolitan,8524,590000,7
Greensborough,3,h,Darren,2017-09-23,16.1,3088.0,3,1,2,840.0,Northern Metropolitan,8524,785000,9
Greenvale,4,h,Ray,2017-09-23,20.4,3059.0,4,2,2,482.0,Northern Metropolitan,4864,532000,12
Greenvale,4,h,Raine,2017-09-23,20.4,3059.0,4,2,2,482.0,Northern Metropolitan,4864,600000,12
Hadfield,3,h,Stockdale,2017-09-23,11.2,3046.0,3,1,2,482.0,Northern Metropolitan,2606,850000,9
Hadfield,3,h,Nelson,2017-09-23,11.2,3046.0,3,1,1,482.0,Northern Metropolitan,2606,760000,8
Hampton,4,h,Buxton,2017-09-23,13.8,3188.0,4,1,2,800.0,Southern Metropolitan,5454,1800000,11
Hampton,4,t,Buxton,2017-09-23,13.8,3188.0,4,3,2,360.0,Southern Metropolitan,5454,2000000,13
Hampton,4,h,Marshall,2017-09-23,13.8,3188.0,4,2,4,683.0,Southern Metropolitan,5454,2500000,14
Hampton East,4,h,Buxton,2017-09-23,13.8,3188.0,4,1,1,700.0,Southern Metropolitan,2356,1125000,10
Hawthorn,2,u,Marshall,2017-09-23,5.3,3122.0,2,1,1,50.0,Southern Metropolitan,11308,609000,6
Hawthorn,2,u,hockingstuart,2017-09-23,5.3,3122.0,2,1,1,50.0,Southern Metropolitan,11308,732500,6
Hawthorn,2,u,Nelson,2017-09-23,5.3,3122.0,2,1,1,50.0,Southern Metropolitan,11308,445000,6
Hawthorn East,3,h,Marshall,2017-09-23,6.2,3123.0,3,1,1,375.0,Southern Metropolitan,6482,1315000,8
Hawthorn East,3,h,Marshall,2017-09-23,6.2,3123.0,3,2,2,848.0,Southern Metropolitan,6482,3600000,10
Hawthorn East,2,u,Woodards,2017-09-23,6.2,3123.0,1,1,1,50.0,Southern Metropolitan,6482,680000,5
Heathmont,4,h,hockingstuart,2017-09-23,21.3,3135.0,4,1,1,693.5,Eastern Metropolitan,3794,952000,10
Heidelberg,2,u,Miles,2017-09-23,8.9,3084.0,2,1,1,208.0,Eastern Metropolitan,2890,660000,6
Heidelberg,3,h,Nelson,2017-09-23,8.9,3084.0,3,1,2,528.0,Eastern Metropolitan,2890,985000,9
Heidelberg,3,h,Miles,2017-09-23,8.9,3084.0,3,2,2,693.5,Eastern Metropolitan,2890,1325000,10
Heidelberg Heights,3,h,Ray,2017-09-23,8.8,3081.0,3,1,2,693.5,Eastern Metropolitan,2947,1071000,9
Heidelberg Heights,3,u,Fletchers,2017-09-23,8.8,3081.0,3,2,2,208.0,Eastern Metropolitan,2947,870000,10
Heidelberg Heights,3,h,hockingstuart,2017-09-23,8.8,3081.0,3,2,2,604.0,Eastern Metropolitan,2947,915000,10
Heidelberg West,2,h,Miles,2017-09-23,8.8,3081.0,2,1,1,693.5,Eastern Metropolitan,2674,790000,6
Highett,5,h,Hodges,2017-09-23,16.0,3190.0,3,1,1,593.0,Southern Metropolitan,4794,1300000,10
Highett,4,h,Buxton,2017-09-23,16.0,3190.0,4,3,2,616.0,Southern Metropolitan,4794,1911000,13
Highett,2,u,McGrath,2017-09-23,16.0,3190.0,2,1,1,50.0,Southern Metropolitan,4794,770000,6
Hillside,3,h,YPA,2017-09-23,18.0,3037.0,3,2,2,537.0,Western Metropolitan,5556,781500,10
Hillside,3,h,Barry,2017-09-23,18.0,3037.0,3,2,2,537.0,Western Metropolitan,5556,637000,10
Hoppers Crossing,3,h,Purplebricks,2017-09-23,18.4,3029.0,3,2,2,913.0,Western Metropolitan,13830,650000,10
Hoppers Crossing,3,h,Triwest,2017-09-23,18.4,3029.0,3,1,2,635.0,Western Metropolitan,13830,550000,9
Hoppers Crossing,4,h,YPA,2017-09-23,18.4,3029.0,4,2,2,572.0,Western Metropolitan,13830,537000,12
