lead_time,market_segment_type,no_of_special_requests,avg_price_per_room,no_of_adults,no_of_weekend_nights,arrival_date,required_car_parking_space,no_of_week_nights,booking_status
119,Online,1,99.3,2,1,2018-04-29,0,2,Not_Canceled
41,Online,0,105.3,1,1,2018-10-03,0,2,Canceled
74,Offline,0,87.0,1,0,2017-09-18,0,2,Not_Canceled
99,Online,2,79.5,2,2,2018-02-14,0,2,Not_Canceled
54,Online,2,93.6,2,1,2018-12-05,0,1,Not_Canceled
1,Online,2,128.0,2,0,2018-08-17,0,1,Not_Canceled
53,Online,1,88.4,2,2,2018-11-13,0,4,Not_Canceled
180,Online,1,66.49,2,0,2018-10-26,0,4,Not_Canceled
53,Online,1,75.6,1,0,2018-04-02,0,1,Not_Canceled
184,Online,1,115.32,2,1,2018-06-06,0,5,Canceled
17,Online,3,73.88,1,0,2017-10-01,0,2,Not_Canceled
102,Online,0,140.4,2,0,2018-06-03,0,1,Not_Canceled
4,Online,0,93.8,2,2,2018-12-02,0,2,Not_Canceled
34,Offline,0,76.5,2,0,2017-10-13,0,3,Not_Canceled
29,Online,0,85.0,2,0,2018-12-02,0,2,Not_Canceled
88,Online,1,77.35,2,2,2018-03-20,0,3,Not_Canceled
104,Online,1,72.25,2,1,2018-04-18,0,3,Canceled
0,Online,0,95.0,1,1,2018-05-02,0,3,Not_Canceled
308,Online,2,78.3,2,0,2018-11-23,0,3,Canceled
42,Online,2,126.0,2,1,2018-10-03,0,2,Not_Canceled
320,Offline,0,115.0,2,0,2018-08-18,0,2,Canceled
47,Online,0,163.95,3,1,2018-08-23,0,5,Not_Canceled
257,Online,0,90.95,2,2,2018-07-31,0,2,Canceled
418,Offline,0,107.0,2,1,2018-09-26,0,2,Canceled
111,Online,1,146.7,3,1,2018-08-08,0,3,Canceled
305,Offline,0,89.0,2,1,2018-11-04,0,2,Canceled
181,Online,1,103.7,2,0,2018-07-26,0,4,Canceled
170,Online,0,114.04,2,2,2018-09-29,0,5,Canceled
24,Online,1,77.25,2,1,2018-01-29,0,2,Not_Canceled
12,Online,0,75.0,2,0,2018-01-22,0,2,Not_Canceled
32,Offline,0,73.0,1,0,2017-11-20,0,2,Not_Canceled
4,Online,1,124.1,1,1,2018-05-30,0,3,Not_Canceled
29,Offline,1,86.0,1,2,2018-03-05,0,1,Not_Canceled
95,Online,1,132.6,2,1,2018-05-19,0,3,Not_Canceled
55,Online,0,79.0,1,0,2018-07-07,0,1,Not_Canceled
210,Offline,0,72.75,2,1,2017-10-08,0,3,Not_Canceled
1,Online,0,90.0,2,2,2018-11-12,0,1,Not_Canceled
108,Online,2,69.99,2,0,2018-10-25,0,1,Not_Canceled
44,Offline,0,90.0,2,0,2018-11-02,0,4,Not_Canceled
24,Online,1,130.0,3,0,2018-02-27,0,1,Not_Canceled
22,Online,0,65.0,1,0,2017-12-18,0,1,Not_Canceled
62,Online,3,149.4,2,1,2018-09-14,0,4,Not_Canceled
23,Online,0,118.98,2,1,2017-10-28,0,4,Not_Canceled
1,Online,2,179.0,2,0,2018-05-27,0,2,Not_Canceled
86,Online,0,100.0,2,0,2017-09-09,0,2,Canceled
82,Online,1,84.15,2,2,2018-03-27,0,3,Not_Canceled
89,Online,1,105.3,2,2,2018-07-17,0,2,Not_Canceled
4,Online,1,75.0,1,2,2018-11-13,0,0,Not_Canceled
8,Online,0,0.0,1,0,2017-10-06,0,1,Not_Canceled
230,Online,1,76.85,2,1,2018-07-29,0,2,Not_Canceled
224,Online,1,97.96,2,2,2018-09-04,0,2,Not_Canceled
55,Online,0,79.0,1,0,2018-07-07,0,1,Not_Canceled
79,Offline,0,70.0,1,0,2017-11-13,0,2,Not_Canceled
16,Online,1,136.0,2,1,2018-04-25,0,2,Not_Canceled
141,Offline,0,90.0,2,1,2017-09-20,0,0,Not_Canceled
74,Offline,0,87.0,1,0,2017-09-18,0,2,Not_Canceled
107,Offline,0,120.0,1,0,2018-06-10,0,2,Not_Canceled
71,Online,0,152.1,2,0,2018-08-19,0,1,Canceled
104,Online,0,117.29,2,0,2018-06-02,0,3,Not_Canceled
116,Online,1,126.9,2,0,2018-06-15,0,1,Not_Canceled
208,Online,0,96.3,2,2,2018-10-22,0,3,Canceled
252,Online,0,111.6,2,1,2018-10-15,0,1,Canceled
177,Offline,1,74.5,2,2,2018-08-05,0,2,Not_Canceled
23,Online,1,108.57,2,1,2018-05-02,0,2,Not_Canceled
141,Offline,0,90.0,2,1,2017-09-20,0,0,Not_Canceled
3,Online,1,110.5,2,0,2018-12-28,0,4,Not_Canceled
19,Online,1,145.0,2,1,2018-09-05,0,1,Canceled
36,Offline,0,85.5,2,2,2018-05-21,0,1,Not_Canceled
193,Offline,0,65.0,2,0,2017-10-15,0,3,Canceled
4,Offline,0,70.0,1,0,2018-12-16,0,1,Not_Canceled
144,Online,2,132.88,3,2,2018-07-30,0,4,Canceled
39,Offline,0,66.4,2,2,2018-01-24,0,1,Not_Canceled
61,Online,0,140.4,2,0,2018-06-17,0,2,Canceled
25,Online,1,90.98,2,1,2017-09-21,0,3,Not_Canceled
7,Online,1,117.04,2,1,2018-10-03,0,2,Not_Canceled
5,Online,2,105.0,2,0,2017-08-20,0,1,Not_Canceled
26,Online,1,128.33,2,2,2018-11-12,0,1,Not_Canceled
139,Online,0,102.06,1,0,2018-10-04,0,5,Canceled
30,Online,1,92.0,2,0,2018-01-01,0,2,Not_Canceled
205,Online,1,89.25,2,1,2018-08-22,0,3,Not_Canceled
10,Offline,0,85.0,2,1,2017-09-03,0,3,Not_Canceled
0,Offline,2,65.0,1,0,2018-12-20,0,1,Not_Canceled
0,Online,1,89.0,2,0,2018-03-04,1,1,Not_Canceled
103,Online,2,131.4,2,2,2018-08-07,0,1,Not_Canceled
22,Online,1,126.04,2,4,2018-12-28,0,10,Not_Canceled
292,Offline,0,115.0,2,0,2018-07-21,0,2,Canceled
221,Offline,1,96.0,2,0,2018-08-12,0,1,Not_Canceled
13,Online,1,139.0,2,0,2018-08-11,0,1,Not_Canceled
56,Offline,0,120.0,2,0,2018-06-08,0,1,Not_Canceled
73,Online,2,137.7,3,1,2018-04-15,0,2,Not_Canceled
0,Offline,0,62.0,1,2,2017-10-30,0,5,Not_Canceled
2,Offline,0,100.0,1,0,2018-06-01,0,1,Not_Canceled
48,Offline,0,104.0,2,0,2017-09-11,0,1,Not_Canceled
327,Offline,0,76.0,1,2,2017-09-09,0,4,Not_Canceled
7,Online,0,65.0,1,0,2017-12-10,0,1,Not_Canceled
7,Online,0,94.0,1,1,2018-08-08,0,0,Not_Canceled
4,Online,0,65.0,1,2,2017-10-18,0,1,Not_Canceled
27,Offline,0,99.2,2,0,2017-09-23,0,1,Not_Canceled
2,Online,0,75.0,2,0,2017-08-13,0,2,Not_Canceled
34,Offline,0,85.0,2,1,2018-10-26,0,4,Not_Canceled
163,Online,0,140.4,2,1,2018-09-19,0,3,Canceled
109,Online,1,82.45,2,2,2018-04-03,0,2,Not_Canceled
79,Online,4,139.5,3,2,2018-07-24,0,4,Not_Canceled
73,Online,1,79.2,1,0,2018-12-02,0,2,Not_Canceled
151,Offline,0,80.0,1,0,2018-01-19,0,3,Not_Canceled
14,Online,0,94.35,2,1,2018-05-30,0,0,Canceled
184,Online,1,173.25,2,2,2018-08-02,0,5,Canceled
5,Online,1,125.33,2,2,2018-12-10,0,1,Not_Canceled
28,Online,1,129.0,2,0,2018-10-06,0,1,Not_Canceled
204,Offline,2,80.75,2,2,2018-09-03,0,2,Not_Canceled
3,Online,1,155.0,2,0,2018-05-28,0,1,Not_Canceled
1,Offline,0,69.5,1,0,2018-01-14,0,2,Not_Canceled
89,Online,1,83.66,2,2,2018-03-21,0,5,Not_Canceled
53,Online,2,123.3,2,1,2018-09-03,0,1,Not_Canceled
138,Offline,0,94.5,2,2,2017-08-22,0,1,Not_Canceled
20,Online,1,127.0,3,2,2018-02-14,0,1,Canceled
292,Offline,0,115.0,2,0,2018-07-21,0,2,Canceled
42,Online,1,103.84,2,1,2018-04-21,0,3,Not_Canceled
50,Offline,0,60.0,2,0,2017-11-11,0,3,Not_Canceled
25,Online,1,85.0,1,0,2018-03-15,0,2,Not_Canceled
6,Offline,0,116.0,1,0,2017-12-10,0,2,Not_Canceled
220,Offline,0,128.0,1,2,2018-09-17,0,1,Canceled
9,Offline,0,116.04,2,1,2017-09-07,0,4,Canceled
102,Offline,0,85.0,1,0,2018-09-27,0,1,Canceled
80,Online,1,96.3,2,0,2018-06-23,0,1,Not_Canceled
19,Online,2,91.47,3,0,2017-09-30,0,4,Not_Canceled
88,Offline,1,117.0,2,0,2018-05-03,0,3,Not_Canceled
17,Offline,0,85.0,2,1,2018-10-08,0,1,Not_Canceled
230,Online,1,90.9,1,1,2018-09-02,0,2,Not_Canceled
262,Online,1,100.3,2,2,2018-10-07,0,3,Canceled
112,Offline,1,72.25,2,2,2018-07-07,0,3,Not_Canceled
74,Offline,0,109.0,2,0,2017-09-18,0,2,Not_Canceled
37,Online,1,69.5,0,1,2018-02-12,0,2,Not_Canceled
16,Online,2,117.0,2,0,2017-10-01,0,2,Not_Canceled
6,Online,1,97.02,2,2,2017-10-18,0,2,Not_Canceled
192,Online,1,90.0,2,2,2018-12-18,0,1,Canceled
115,Online,0,98.25,2,1,2018-05-05,0,3,Not_Canceled
29,Online,1,86.93,2,0,2018-03-08,0,3,Not_Canceled
184,Online,3,128.7,3,1,2018-10-17,0,3,Not_Canceled
14,Online,0,160.0,2,0,2018-10-22,0,1,Canceled
49,Online,0,93.15,2,1,2018-07-11,0,0,Canceled
386,Offline,1,115.0,2,2,2018-10-23,0,0,Canceled
0,Offline,0,90.0,2,0,2018-05-13,0,2,Not_Canceled
45,Online,2,126.9,2,1,2018-05-21,0,1,Not_Canceled
386,Offline,1,115.0,2,2,2018-10-23,0,0,Canceled
35,Online,0,118.8,2,1,2018-09-05,0,3,Not_Canceled
23,Offline,0,87.0,1,2,2018-01-02,0,1,Not_Canceled
180,Online,1,97.54,0,0,2018-08-20,0,1,Not_Canceled
162,Offline,0,70.0,2,0,2017-09-17,0,3,Not_Canceled
211,Offline,0,100.0,2,0,2018-05-20,0,2,Canceled
2,Offline,1,95.0,2,1,2018-04-29,0,2,Not_Canceled
44,Online,0,94.8,2,0,2018-11-02,0,4,Not_Canceled
164,Offline,0,100.0,1,0,2017-10-02,0,2,Not_Canceled
247,Offline,1,115.0,2,1,2018-06-06,0,1,Canceled
146,Offline,0,89.75,2,0,2018-09-21,0,1,Not_Canceled
188,Offline,0,130.0,1,0,2018-06-15,0,2,Canceled
277,Offline,1,89.14,2,2,2018-09-05,0,5,Not_Canceled
5,Online,1,81.73,2,2,2018-01-24,0,1,Not_Canceled
33,Online,0,98.1,1,2,2018-04-17,0,3,Canceled
196,Online,1,83.0,2,2,2018-07-31,1,2,Not_Canceled
7,Online,1,92.4,1,0,2017-10-28,0,2,Not_Canceled
67,Online,1,78.3,2,0,2018-03-10,0,3,Not_Canceled
28,Offline,0,75.0,2,1,2017-10-19,0,3,Not_Canceled
1,Online,1,112.0,2,0,2018-02-27,1,1,Not_Canceled
24,Online,1,0.0,2,0,2018-11-18,0,2,Not_Canceled
4,Online,0,121.0,2,0,2018-06-09,0,1,Canceled
25,Offline,0,85.0,2,2,2018-10-09,0,2,Canceled
27,Online,0,139.0,2,0,2018-07-08,0,1,Canceled
100,Online,3,65.49,2,1,2018-02-25,0,3,Not_Canceled
7,Online,1,72.25,2,0,2017-12-04,0,2,Not_Canceled
21,Online,1,109.6,2,1,2018-10-31,0,4,Not_Canceled
216,Online,0,177.3,2,1,2018-08-06,0,1,Canceled
6,Online,3,110.5,1,0,2018-12-28,0,4,Not_Canceled
188,Offline,0,130.0,1,0,2018-06-15,0,2,Canceled
138,Online,0,109.25,2,2,2018-07-16,0,3,Not_Canceled
148,Online,1,86.43,2,0,2018-05-18,0,4,Not_Canceled
175,Online,2,112.5,2,1,2018-07-23,0,1,Canceled
27,Online,1,80.85,2,1,2017-10-04,0,0,Not_Canceled
5,Offline,0,69.0,2,0,2017-12-17,0,2,Not_Canceled
37,Offline,0,111.6,3,2,2018-08-28,0,0,Not_Canceled
62,Online,0,111.6,2,0,2018-08-30,0,5,Canceled
18,Online,0,61.15,2,2,2018-03-03,0,5,Not_Canceled
37,Online,2,105.3,2,0,2017-10-22,0,2,Not_Canceled
102,Offline,0,87.0,1,0,2017-10-16,0,2,Not_Canceled
1,Online,0,85.0,2,1,2018-02-22,0,0,Canceled
19,Online,0,131.6,2,2,2018-04-14,0,3,Canceled
89,Offline,2,95.0,2,2,2018-09-20,0,5,Not_Canceled
91,Online,0,140.4,2,1,2018-05-13,0,2,Canceled
47,Online,1,135.9,2,2,2018-08-20,0,3,Canceled
0,Online,0,87.78,1,1,2017-10-18,0,0,Not_Canceled
1,Online,2,111.0,2,0,2018-07-20,0,1,Not_Canceled
163,Offline,1,112.0,2,0,2018-07-14,0,3,Canceled
35,Online,0,94.5,2,1,2018-04-22,0,2,Not_Canceled
6,Online,0,85.0,1,1,2018-02-15,0,2,Canceled
48,Online,0,127.8,1,0,2018-04-15,0,1,Not_Canceled
35,Online,0,77.25,2,0,2017-12-26,0,1,Not_Canceled
0,Online,0,79.0,2,0,2018-02-10,0,1,Not_Canceled
1,Online,0,59.03,1,0,2018-11-25,0,1,Not_Canceled
204,Offline,0,90.0,1,0,2018-05-05,0,3,Canceled
64,Online,1,143.5,2,1,2018-09-04,0,0,Canceled
134,Online,2,137.7,2,1,2018-09-29,0,3,Canceled
2,Online,2,89.0,2,1,2017-08-10,0,1,Not_Canceled
23,Online,0,61.0,1,1,2018-01-11,0,0,Not_Canceled
317,Offline,0,120.0,2,0,2018-09-15,0,2,Canceled
276,Offline,0,116.33,2,0,2018-09-22,0,3,Canceled
35,Online,0,144.63,2,2,2018-10-02,0,2,Not_Canceled
51,Offline,0,75.0,2,0,2018-11-09,0,3,Not_Canceled
47,Online,2,91.8,2,0,2018-11-01,0,4,Not_Canceled
180,Online,2,54.75,2,1,2018-11-13,0,0,Not_Canceled
74,Offline,0,80.0,1,0,2017-09-18,0,2,Not_Canceled
137,Online,0,105.3,2,0,2018-05-05,0,3,Canceled
128,Online,2,117.0,2,2,2018-04-09,0,1,Canceled
43,Online,1,349.63,2,0,2018-12-29,0,3,Not_Canceled
335,Offline,0,80.0,1,0,2018-10-13,0,3,Not_Canceled
18,Offline,0,85.0,2,2,2018-10-02,0,2,Not_Canceled
59,Offline,0,75.0,1,0,2017-10-29,0,2,Not_Canceled
18,Online,0,97.0,2,2,2018-01-15,0,5,Not_Canceled
179,Online,2,150.45,3,0,2018-09-08,0,3,Canceled
68,Online,0,92.83,2,2,2018-06-18,0,1,Canceled
97,Online,1,90.08,2,0,2018-07-14,0,3,Not_Canceled
181,Online,0,78.48,1,0,2018-10-11,0,1,Canceled
8,Online,1,188.01,2,2,2018-10-29,0,1,Not_Canceled
3,Offline,0,70.0,2,0,2017-10-07,0,4,Not_Canceled
0,Offline,0,60.0,1,0,2018-02-27,0,1,Not_Canceled
130,Offline,0,110.0,1,1,2018-06-06,0,3,Not_Canceled
279,Offline,0,110.0,2,0,2018-10-12,0,3,Canceled
207,Online,0,113.4,2,1,2018-12-30,0,2,Not_Canceled
19,Offline,0,90.0,2,0,2017-10-06,0,3,Not_Canceled
135,Online,0,137.7,3,0,2018-08-02,0,2,Canceled
88,Online,1,132.3,2,0,2018-10-20,0,3,Not_Canceled
117,Online,1,123.3,2,0,2018-05-06,0,2,Not_Canceled
0,Online,0,96.0,2,2,2017-08-09,0,0,Not_Canceled
203,Online,0,112.5,2,0,2018-12-08,0,3,Not_Canceled
63,Online,1,63.75,2,1,2018-03-10,0,3,Not_Canceled
142,Online,1,130.5,2,0,2018-08-09,0,3,Canceled
188,Online,2,168.3,2,2,2018-07-16,0,1,Canceled
38,Online,2,88.4,1,2,2018-11-27,0,2,Not_Canceled
270,Offline,0,80.0,2,0,2018-04-20,0,4,Not_Canceled
135,Online,0,130.5,2,0,2018-08-02,1,2,Not_Canceled
118,Offline,0,125.0,1,1,2018-09-18,0,0,Canceled
5,Online,1,130.0,2,0,2018-08-20,0,1,Not_Canceled
8,Online,0,78.0,1,0,2018-12-16,0,2,Not_Canceled
51,Online,2,154.88,3,0,2018-05-11,0,4,Not_Canceled
30,Online,0,99.0,2,0,2018-04-13,0,4,Canceled
53,Offline,0,120.0,1,0,2018-10-14,0,1,Not_Canceled
72,Online,1,135.9,2,1,2018-09-10,0,1,Not_Canceled
11,Online,1,124.33,2,0,2018-06-21,0,3,Not_Canceled
25,Online,0,159.0,3,0,2018-10-19,0,3,Canceled
162,Online,2,139.05,3,2,2018-08-21,1,2,Canceled
2,Offline,0,91.0,1,0,2017-10-09,0,1,Not_Canceled
25,Offline,0,85.0,2,2,2018-10-16,0,1,Not_Canceled
56,Online,0,135.9,2,0,2018-07-27,0,2,Canceled
17,Online,3,132.0,2,2,2018-04-14,0,4,Not_Canceled
56,Online,0,80.19,1,1,2018-06-20,0,3,Canceled
3,Online,1,120.0,1,0,2018-10-13,0,1,Not_Canceled
38,Offline,1,81.0,1,1,2018-09-19,0,2,Not_Canceled
76,Online,1,87.3,2,2,2018-04-02,0,1,Not_Canceled
21,Online,0,129.0,2,0,2018-03-04,0,1,Canceled
53,Online,0,125.1,2,0,2018-05-06,0,1,Canceled
175,Online,0,99.45,2,0,2018-08-10,0,4,Canceled
17,Offline,0,48.0,2,0,2017-10-16,0,2,Not_Canceled
165,Online,2,177.3,2,2,2018-07-16,0,1,Canceled
99,Online,2,141.75,2,1,2018-07-18,0,3,Not_Canceled
37,Offline,0,95.0,1,0,2018-10-13,0,3,Not_Canceled
60,Online,2,151.2,3,2,2018-10-15,0,2,Not_Canceled
82,Offline,0,85.0,1,0,2018-09-06,0,5,Not_Canceled
258,Online,0,100.3,2,2,2018-10-02,0,5,Canceled
44,Online,1,97.07,2,0,2018-11-22,0,3,Canceled
3,Online,0,123.0,1,1,2018-06-20,0,0,Not_Canceled
82,Online,0,99.45,2,1,2018-03-24,0,3,Canceled
81,Online,0,190.29,3,2,2018-07-11,0,5,Not_Canceled
1,Offline,0,70.0,1,1,2018-06-17,0,2,Not_Canceled
2,Online,1,161.0,2,0,2018-05-28,0,1,Not_Canceled
180,Online,2,51.28,1,1,2018-11-13,0,0,Not_Canceled
18,Online,1,126.0,2,0,2017-10-09,0,1,Not_Canceled
28,Offline,1,87.0,2,1,2018-03-07,0,2,Not_Canceled
30,Online,1,136.72,2,2,2018-05-21,0,4,Not_Canceled
150,Online,1,76.5,2,1,2017-08-14,0,2,Not_Canceled
322,Offline,0,52.0,2,0,2018-12-09,0,2,Not_Canceled
36,Online,2,102.6,1,0,2018-10-13,0,1,Not_Canceled
55,Offline,0,104.0,2,0,2018-04-06,0,1,Not_Canceled
36,Offline,0,112.0,2,0,2017-10-13,0,3,Not_Canceled
0,Online,2,81.6,2,2,2018-12-14,0,5,Not_Canceled
305,Offline,0,89.0,2,1,2018-11-04,0,2,Canceled
0,Offline,2,146.0,2,0,2018-08-17,0,1,Not_Canceled
186,Offline,0,80.0,2,1,2018-04-22,0,2,Not_Canceled
53,Online,2,151.2,3,1,2018-10-10,0,3,Not_Canceled
56,Offline,0,185.0,2,2,2017-09-25,0,2,Not_Canceled
277,Offline,0,80.0,2,2,2018-09-05,0,5,Canceled
80,Online,1,55.63,2,2,2018-03-31,0,3,Not_Canceled
61,Online,0,94.78,2,0,2018-04-26,0,4,Canceled
47,Online,1,93.6,2,0,2018-12-02,0,1,Not_Canceled
28,Online,0,118.15,2,1,2018-08-29,0,3,Canceled
13,Online,1,85.0,2,2,2017-11-15,0,1,Not_Canceled
303,Offline,0,78.0,2,2,2018-08-19,0,3,Canceled
87,Online,1,94.25,1,0,2018-05-27,0,1,Not_Canceled
56,Offline,0,120.0,2,0,2018-06-08,0,1,Not_Canceled
31,Offline,2,80.0,1,1,2018-07-22,0,2,Not_Canceled
9,Online,2,130.0,3,2,2018-02-06,0,1,Not_Canceled
78,Offline,0,274.2,3,1,2018-12-29,0,3,Not_Canceled
9,Online,0,79.0,1,0,2018-12-21,0,2,Not_Canceled
245,Offline,0,110.0,1,2,2018-07-06,0,4,Canceled
80,Offline,0,136.0,2,0,2017-10-09,0,2,Not_Canceled
320,Offline,1,115.0,2,0,2018-08-18,0,2,Canceled
2,Offline,1,165.0,3,2,2017-09-19,0,1,Not_Canceled
7,Online,1,128.0,2,0,2018-08-23,0,1,Not_Canceled
76,Online,0,69.12,2,2,2018-03-24,0,4,Not_Canceled
171,Online,1,105.3,2,0,2018-07-14,0,3,Canceled
0,Online,1,98.0,2,1,2017-08-22,0,1,Not_Canceled
7,Online,0,136.0,2,0,2017-09-22,0,3,Not_Canceled
71,Offline,0,120.0,1,0,2018-06-14,0,3,Not_Canceled
208,Online,0,104.62,2,0,2018-07-21,1,2,Canceled
73,Offline,0,85.67,2,0,2017-11-24,0,3,Not_Canceled
270,Offline,0,62.8,2,0,2018-04-20,0,4,Canceled
11,Offline,0,85.0,2,2,2017-10-18,0,2,Not_Canceled
42,Online,0,118.8,2,2,2018-04-23,0,1,Not_Canceled
66,Offline,1,63.75,1,2,2018-12-23,0,5,Not_Canceled
247,Offline,1,115.0,2,1,2018-06-06,0,1,Canceled
13,Online,2,153.0,2,0,2017-08-27,0,1,Not_Canceled
163,Online,0,187.28,2,1,2018-09-28,0,4,Canceled
60,Offline,0,75.0,2,2,2018-03-20,0,2,Canceled
0,Online,2,90.0,2,0,2017-08-06,0,1,Not_Canceled
19,Online,1,116.0,1,0,2018-08-30,0,2,Canceled
346,Offline,0,90.0,1,0,2018-09-13,0,2,Canceled
32,Online,1,120.0,1,1,2017-10-24,0,1,Not_Canceled
54,Online,0,91.13,1,1,2018-04-30,0,1,Canceled
97,Offline,1,60.5,2,0,2017-12-29,0,4,Not_Canceled
128,Online,1,114.3,2,1,2018-08-08,0,3,Not_Canceled
94,Online,1,79.2,2,1,2018-11-03,0,3,Not_Canceled
6,Online,0,110.0,1,0,2018-05-03,0,1,Not_Canceled
115,Offline,0,87.0,2,2,2018-02-27,0,2,Not_Canceled
90,Offline,0,105.4,3,0,2018-10-19,0,4,Not_Canceled
25,Online,1,88.0,2,0,2018-11-17,0,3,Canceled
197,Online,2,106.2,2,0,2018-04-12,0,3,Canceled
125,Online,0,143.1,2,1,2018-09-20,0,5,Canceled
7,Online,1,129.0,1,0,2018-09-20,0,1,Canceled
153,Online,2,80.1,2,0,2018-10-27,0,1,Canceled
9,Online,1,86.0,1,0,2018-02-10,0,1,Not_Canceled
105,Online,0,131.4,2,1,2018-08-26,0,2,Canceled
317,Offline,0,120.0,2,0,2018-09-15,0,2,Canceled
5,Online,1,187.0,3,0,2018-03-25,0,2,Not_Canceled
0,Online,1,0.0,1,0,2018-09-28,0,1,Not_Canceled
65,Online,1,177.3,1,0,2018-04-12,0,3,Canceled
15,Online,0,216.86,2,2,2018-05-29,0,5,Canceled
0,Online,1,65.0,1,0,2018-03-09,0,1,Not_Canceled
83,Offline,0,75.0,2,2,2018-12-18,0,1,Not_Canceled
111,Online,1,145.0,2,1,2018-05-19,1,3,Not_Canceled
122,Offline,0,85.0,2,0,2018-04-15,0,2,Not_Canceled
20,Online,1,88.0,2,0,2018-12-08,0,1,Not_Canceled
113,Online,0,100.0,1,0,2018-05-31,0,3,Canceled
134,Online,2,129.6,2,0,2018-09-22,0,3,Not_Canceled
105,Offline,0,75.0,2,0,2018-04-06,0,1,Canceled
54,Online,1,116.1,2,2,2018-06-17,0,3,Not_Canceled
29,Online,2,152.0,2,0,2018-10-05,0,2,Not_Canceled
27,Offline,0,75.0,2,2,2017-10-18,0,3,Not_Canceled
124,Offline,0,92.65,3,0,2018-11-26,0,1,Not_Canceled
103,Online,2,79.2,2,0,2018-12-09,0,2,Not_Canceled
137,Offline,2,93.0,3,2,2018-02-07,0,1,Not_Canceled
9,Online,0,139.0,2,1,2018-09-19,0,1,Not_Canceled
49,Online,1,75.95,2,0,2018-03-08,0,4,Not_Canceled
102,Offline,0,80.0,1,0,2017-10-16,0,2,Canceled
28,Online,0,132.05,2,2,2018-08-14,0,2,Canceled
86,Online,0,90.0,1,0,2017-09-09,0,2,Not_Canceled
100,Online,1,101.15,2,2,2018-04-28,0,3,Not_Canceled
55,Online,2,207.0,2,1,2018-10-18,1,5,Not_Canceled
61,Online,1,92.5,2,1,2017-12-28,0,3,Not_Canceled
247,Offline,1,115.0,2,1,2018-06-06,0,1,Canceled
24,Online,2,130.78,2,2,2017-10-26,0,5,Not_Canceled
4,Online,1,132.08,2,0,2018-05-31,0,4,Not_Canceled
8,Online,1,127.4,2,2,2018-10-30,0,3,Not_Canceled
0,Online,0,111.6,2,0,2017-08-11,0,1,Not_Canceled
13,Online,2,186.0,3,1,2018-05-14,1,1,Not_Canceled
8,Online,0,92.4,1,0,2017-10-01,0,1,Not_Canceled
2,Online,2,83.0,2,0,2018-03-31,0,2,Not_Canceled
189,Online,0,109.8,2,1,2018-10-28,0,2,Canceled
155,Online,0,95.2,2,3,2018-08-21,0,5,Canceled
0,Online,1,109.0,2,1,2018-08-01,0,0,Canceled
4,Online,0,81.0,2,2,2018-02-06,0,4,Canceled
162,Offline,0,70.0,2,0,2017-09-17,0,3,Not_Canceled
118,Online,0,123.3,2,2,2018-10-27,0,3,Canceled
10,Online,1,87.05,2,2,2018-09-04,0,3,Not_Canceled
164,Offline,0,100.0,1,0,2017-10-02,0,2,Canceled
47,Online,0,65.0,1,0,2017-11-11,0,1,Not_Canceled
142,Online,1,79.2,2,0,2018-12-22,0,2,Not_Canceled
112,Offline,1,120.0,2,0,2018-06-02,0,3,Not_Canceled
94,Online,1,164.9,2,2,2018-05-03,0,5,Canceled
1,Online,0,102.6,1,0,2018-10-13,0,1,Not_Canceled
35,Online,0,162.45,2,0,2018-03-18,0,2,Not_Canceled
102,Online,1,147.9,2,2,2018-12-01,0,3,Not_Canceled
134,Online,2,135.15,2,2,2018-06-15,0,4,Not_Canceled
4,Online,1,104.0,2,1,2017-11-06,1,2,Not_Canceled
74,Offline,0,97.92,1,0,2018-09-24,0,1,Not_Canceled
14,Online,0,57.75,1,1,2017-12-14,0,0,Not_Canceled
6,Offline,0,72.0,2,2,2018-01-29,0,2,Not_Canceled
69,Offline,0,106.0,2,0,2017-09-22,0,2,Not_Canceled
8,Online,0,63.4,1,0,2018-12-16,0,2,Not_Canceled
44,Offline,0,75.0,2,0,2018-02-17,0,3,Not_Canceled
57,Offline,1,90.67,2,1,2018-06-10,0,2,Not_Canceled
51,Online,1,118.8,2,0,2018-10-04,0,3,Not_Canceled
111,Online,1,159.3,3,0,2018-05-20,0,2,Canceled
18,Online,0,115.0,2,0,2018-04-14,0,2,Canceled
164,Offline,0,100.0,1,0,2017-10-02,0,2,Not_Canceled
104,Offline,1,114.0,2,0,2017-10-06,0,2,Canceled
60,Online,1,135.9,2,2,2018-09-10,0,2,Canceled
45,Online,1,67.5,2,0,2018-02-24,0,3,Canceled
273,Offline,0,109.0,2,0,2017-07-17,0,2,Canceled
79,Online,1,183.6,1,2,2018-09-15,0,3,Canceled
15,Online,3,115.0,2,0,2017-09-17,0,1,Not_Canceled
7,Online,1,150.0,2,0,2018-08-16,0,2,Not_Canceled
22,Online,0,120.5,2,2,2018-01-01,1,2,Not_Canceled
37,Online,1,90.9,1,0,2017-10-22,0,2,Not_Canceled
61,Offline,0,91.0,2,2,2017-10-04,0,0,Not_Canceled
117,Online,1,126.0,2,2,2018-11-04,0,5,Canceled
77,Online,1,116.1,2,0,2018-05-07,0,1,Not_Canceled
116,Offline,0,61.0,1,2,2018-02-28,0,1,Canceled
70,Online,0,149.4,2,0,2018-09-15,0,2,Canceled
